gesture_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
3,0.0,0.0,0.0,-0.06232925821652637,0.26018528508157623,-0.15997259430149421,-0.1495793743869908,0.5036934329299275,-0.285428320709952,-0.17407383131175455,0.7416962090274026,-0.3917497885840634,-0.18233422965735072,0.9999967274372512,-0.4867801630574376,-0.4394835043004167,0.14066698819143345,-0.2728622180104051,-0.4043151723905446,0.06981068469112184,-0.36555787129510386,-0.23238348934154954,0.12471498628572701,-0.38550279894072575,-0.2083700502292029,0.19035460674658872,-0.40062174860702404,-0.43482371739010345,-0.16699627644324572,-0.25155557692257563,-0.4379842736004013,-0.2327785832503293,-0.3489128458045266,-0.2162416941140743,-0.11759900460900806,-0.3403080691345904,-0.19242311988194044,-0.06467865766569832,-0.3331319358488268,-0.38826973677350496,-0.4308096764116664,-0.23767145420741542,-0.4134463183089835,-0.5148785600181768,-0.33990502653324944,-0.21368055709986636,-0.35777689409912844,-0.3017734415425441,-0.19344542902828193,-0.25701585364400137,-0.2714327700039794,-0.3197742437288642,-0.6452145885992907,-0.23563671082420268,-0.3376588995216058,-0.7354094271562738,-0.3041887468689952,-0.20664298951908888,-0.5926229176551386,-0.2749249768775223,-0.1870890107585185,-0.47888961094008126,-0.25206456145391215
3,0.0,0.0,0.0,-0.06232925821652637,0.26018528508157623,-0.15997259430149421,-0.1495793743869908,0.5036934329299275,-0.285428320709952,-0.17407383131175455,0.7416962090274026,-0.3917497885840634,-0.18233422965735072,0.9999967274372512,-0.4867801630574376,-0.4394835043004167,0.14066698819143345,-0.2728622180104051,-0.4043151723905446,0.06981068469112184,-0.36555787129510386,-0.23238348934154954,0.12471498628572701,-0.38550279894072575,-0.2083700502292029,0.19035460674658872,-0.40062174860702404,-0.43482371739010345,-0.16699627644324572,-0.25155557692257563,-0.4379842736004013,-0.2327785832503293,-0.3489128458045266,-0.2162416941140743,-0.11759900460900806,-0.3403080691345904,-0.19242311988194044,-0.06467865766569832,-0.3331319358488268,-0.38826973677350496,-0.4308096764116664,-0.23767145420741542,-0.4134463183089835,-0.5148785600181768,-0.33990502653324944,-0.21368055709986636,-0.35777689409912844,-0.3017734415425441,-0.19344542902828193,-0.25701585364400137,-0.2714327700039794,-0.3197742437288642,-0.6452145885992907,-0.23563671082420268,-0.3376588995216058,-0.7354094271562738,-0.3041887468689952,-0.20664298951908888,-0.5926229176551386,-0.2749249768775223,-0.1870890107585185,-0.47888961094008126,-0.25206456145391215
3,0.0,0.0,0.0,-0.05949667352106877,0.23855340950425208,-0.14686695691352677,-0.15006272709233542,0.48181686532289314,-0.2611610085154606,-0.18401377232093816,0.7391897770401764,-0.3579824765445206,-0.19668351596195638,0.9999971083007874,-0.4454820533166189,-0.4083026030926127,0.13291820676839677,-0.24578898201761323,-0.3767687163341308,0.07184152100434472,-0.32233805013513356,-0.22109812643632967,0.13401578699784122,-0.3384604187076288,-0.19910705170413898,0.21109425487584185,-0.35194229501881247,-0.4021238882582651,-0.1392466151374919,-0.2223488876577624,-0.4011859121890696,-0.1964435926454698,-0.30486630681094357,-0.2060455237073608,-0.09404166684493935,-0.29929907757003377,-0.18329934549131388,-0.030290318706433905,-0.29416625689865694,-0.35967762720854757,-0.3699581344895534,-0.20408155809902673,-0.3769517612781744,-0.4386244634419468,-0.2870602306899469,-0.20093457104660123,-0.312245115020684,-0.2543056134077463,-0.18177759049040854,-0.21234540671088228,-0.22969628068710812,-0.29877674732295556,-0.5524249874387478,-0.1967792153260364,-0.3111446908726174,-0.625391838423941,-0.25125859159733405,-0.19792208561157762,-0.5116367309457421,-0.22448469208783303,-0.1825475168228408,-0.4074789870237684,-0.20394838945506089
3,0.0,0.0,0.0,-0.05949667352106877,0.23855340950425208,-0.14686695691352677,-0.15006272709233542,0.48181686532289314,-0.2611610085154606,-0.18401377232093816,0.7391897770401764,-0.3579824765445206,-0.19668351596195638,0.9999971083007874,-0.4454820533166189,-0.4083026030926127,0.13291820676839677,-0.24578898201761323,-0.3767687163341308,0.07184152100434472,-0.32233805013513356,-0.22109812643632967,0.13401578699784122,-0.3384604187076288,-0.19910705170413898,0.21109425487584185,-0.35194229501881247,-0.4021238882582651,-0.1392466151374919,-0.2223488876577624,-0.4011859121890696,-0.1964435926454698,-0.30486630681094357,-0.2060455237073608,-0.09404166684493935,-0.29929907757003377,-0.18329934549131388,-0.030290318706433905,-0.29416625689865694,-0.35967762720854757,-0.3699581344895534,-0.20408155809902673,-0.3769517612781744,-0.4386244634419468,-0.2870602306899469,-0.20093457104660123,-0.312245115020684,-0.2543056134077463,-0.18177759049040854,-0.21234540671088228,-0.22969628068710812,-0.29877674732295556,-0.5524249874387478,-0.1967792153260364,-0.3111446908726174,-0.625391838423941,-0.25125859159733405,-0.19792208561157762,-0.5116367309457421,-0.22448469208783303,-0.1825475168228408,-0.4074789870237684,-0.20394838945506089
3,0.0,0.0,0.0,-0.07519675099042032,0.2775044572940059,-0.15374457524858776,-0.16884141013563378,0.5165782751531389,-0.27772085906034505,-0.18743077846391024,0.7455831317253947,-0.38446856312956346,-0.18902279812582173,0.9999966853241817,-0.4823475194194318,-0.4587930784906867,0.14339349544927513,-0.2683881920493463,-0.4242119931762549,0.06316078203985595,-0.3594984963651197,-0.251743986749476,0.12604387933972472,-0.38034880723571435,-0.22759637950973816,0.19744333349446141,-0.3961534747536499,-0.45243942245849367,-0.16844943110743418,-0.25027148542852395,-0.45399726249748246,-0.24831584959836442,-0.3461867433534564,-0.23027266374158886,-0.12371650385978959,-0.34114803964967105,-0.20273475402004398,-0.05921481372296253,-0.33638793444746845,-0.40392391734573035,-0.435038734484634,-0.23832306471730982,-0.4259865675871868,-0.529325792727726,-0.34167898452916096,-0.21863341550101684,-0.35687270284158673,-0.3073172760864213,-0.19058202115533346,-0.23909169795089316,-0.27823515866104165,-0.33377113036233413,-0.6517188734421552,-0.23719602622619862,-0.35161901820027136,-0.7512827320253022,-0.30670562383141753,-0.2129352969766697,-0.5956059098919415,-0.27652109008548587,-0.1847432327378018,-0.4681731129270942,-0.2521327684059886
3,0.0,0.0,0.0,-0.06501210034827819,0.2582741611276527,-0.14725794065649309,-0.15367176745097036,0.4965782582825722,-0.26486819637705067,-0.1777257542952804,0.7423512692165245,-0.3654910600068343,-0.18805840908869648,0.9999969076654718,-0.45687908691936147,-0.4170434133886753,0.1535099366850163,-0.25202387003601456,-0.38571570499898306,0.07566500679983229,-0.334199800402982,-0.22861618498030442,0.1289877833879462,-0.3502602597807912,-0.21403409019933584,0.19462785346242656,-0.36443001327214136,-0.4131382784931526,-0.1306896790342297,-0.23303755464595596,-0.4247467790290904,-0.21084908378055867,-0.3238512021457219,-0.21783084640421957,-0.10398262607927854,-0.31683713787999557,-0.20024916861056696,-0.045968692612257965,-0.3107763406902017,-0.37232098356001464,-0.3771610689797993,-0.22011026238974324,-0.40244657320761973,-0.4721910253962975,-0.31424229306001017,-0.21137789069117624,-0.3279455314271496,-0.27914464666184235,-0.1941982093673936,-0.22512226242970604,-0.25239589187227035,-0.311498788646438,-0.5777344520747777,-0.2179037745445474,-0.32399496226760904,-0.6651863787515997,-0.28266359031321325,-0.19972017738244832,-0.5318294411591451,-0.2571612365453644,-0.18474143133914125,-0.4190674038681077,-0.23770154773313998
3,0.0,0.0,0.0,-0.06501210034827819,0.2582741611276527,-0.14725794065649309,-0.15367176745097036,0.4965782582825722,-0.26486819637705067,-0.1777257542952804,0.7423512692165245,-0.3654910600068343,-0.18805840908869648,0.9999969076654718,-0.45687908691936147,-0.4170434133886753,0.1535099366850163,-0.25202387003601456,-0.38571570499898306,0.07566500679983229,-0.334199800402982,-0.22861618498030442,0.1289877833879462,-0.3502602597807912,-0.21403409019933584,0.19462785346242656,-0.36443001327214136,-0.4131382784931526,-0.1306896790342297,-0.23303755464595596,-0.4247467790290904,-0.21084908378055867,-0.3238512021457219,-0.21783084640421957,-0.10398262607927854,-0.31683713787999557,-0.20024916861056696,-0.045968692612257965,-0.3107763406902017,-0.37232098356001464,-0.3771610689797993,-0.22011026238974324,-0.40244657320761973,-0.4721910253962975,-0.31424229306001017,-0.21137789069117624,-0.3279455314271496,-0.27914464666184235,-0.1941982093673936,-0.22512226242970604,-0.25239589187227035,-0.311498788646438,-0.5777344520747777,-0.2179037745445474,-0.32399496226760904,-0.6651863787515997,-0.28266359031321325,-0.19972017738244832,-0.5318294411591451,-0.2571612365453644,-0.18474143133914125,-0.4190674038681077,-0.23770154773313998
3,0.0,0.0,0.0,-0.07965920265128314,0.2849735780302503,-0.14808265297343925,-0.174020690078482,0.5221335222219812,-0.26994620993816953,-0.18931556938226018,0.7478237609007206,-0.37534046047959546,-0.19586983518201467,0.9999965152168264,-0.47176886278473307,-0.46764660517590306,0.1641692474349531,-0.27220146519049987,-0.41815447278159795,0.07522211737115779,-0.36393395050992766,-0.25356648347206695,0.12633583598313627,-0.37835512676178246,-0.2504435747001035,0.18834182835645608,-0.3908630150994806,-0.46625183747362603,-0.15427335500910289,-0.25751932821311296,-0.4585607788764684,-0.24385410218023937,-0.3594934120633019,-0.227799941664894,-0.12388538595072926,-0.3506949774931395,-0.2161210729238769,-0.07157702751155103,-0.3435428465429693,-0.4185318805128023,-0.4313862798288063,-0.248157326484618,-0.44021942780957823,-0.5385753720770584,-0.35924618611279774,-0.22204099463386903,-0.3679222722825701,-0.3210849575163616,-0.20658368668628138,-0.25620605278860253,-0.28947280198810044,-0.3503369829336678,-0.6602253909374072,-0.2485567254340619,-0.36009994143108054,-0.7717511410370355,-0.32531646255325114,-0.2148166587510847,-0.6198227197546424,-0.29681122218368833,-0.19577615830431894,-0.4995560445870956,-0.2739732511691128
3,0.0,0.0,0.0,-0.06804390972463545,0.2600418695176827,-0.149874754987004,-0.16022035415339433,0.49745787944914927,-0.2704175168407884,-0.18566246551012452,0.7420932500074593,-0.3736631285567292,-0.19842165424066932,0.9999968715576864,-0.46759926416782727,-0.43181737759514577,0.1602339664409695,-0.2535126639735502,-0.39718436154948866,0.08333349218661602,-0.34098105167209986,-0.24331292749689945,0.13542883555487928,-0.3605832585719738,-0.23392828079714265,0.19854472423792413,-0.37666706207305667,-0.42925733518255316,-0.1309362212460007,-0.23511731223425608,-0.43457918021535913,-0.20901770129976824,-0.33076729079197364,-0.22467882462467334,-0.09911684639515826,-0.32556641797237834,-0.2103115212633325,-0.04588869964307243,-0.3194950113918982,-0.3887760701612866,-0.3823024018359914,-0.22341163065066627,-0.41080653201835954,-0.47116639864166815,-0.32138150196534837,-0.21597889463691597,-0.3260038451220912,-0.2858842455109388,-0.2026323263740187,-0.23381015224674734,-0.25792542263648277,-0.32712266327895295,-0.5854893823112743,-0.22262855117570943,-0.33497508851288754,-0.6632928360530617,-0.2877403648331725,-0.20788349939324957,-0.5337015274664553,-0.2607453105660065,-0.19503349992230617,-0.4364649482187497,-0.2399527277646548
3,0.0,0.0,0.0,-0.06382012153057523,0.2427967319010038,-0.1569506685550553,-0.15788783970879602,0.4958692282048564,-0.27762266643090333,-0.19524539137757907,0.7534105136566612,-0.3781315054469416,-0.20984083572069376,0.9999971045863602,-0.4681367311811403,-0.42838781982119534,0.13801109909991968,-0.25075651800177945,-0.3719203009344509,0.06772716244818122,-0.33028749064390445,-0.21649535185400218,0.11901607022954987,-0.3506559982519733,-0.1959074086468903,0.192012966076693,-0.36786808052134917,-0.4225972396759401,-0.14059384660875102,-0.2232635802165608,-0.3936219035364703,-0.19324165010924282,-0.3075644079936853,-0.20443183017983035,-0.09311498972795162,-0.30544313967623515,-0.18772538603530411,-0.02906248909072166,-0.3034801488843629,-0.3768557466768289,-0.37440010441274413,-0.20196227715994478,-0.3709588571890565,-0.4378860245767862,-0.2874190464568415,-0.19873340780877014,-0.3164052516278234,-0.2566044378857544,-0.1824910315571474,-0.2251036473162658,-0.23377049409284129,-0.30775795306262327,-0.5624171508195643,-0.19243315899367472,-0.31050128635588997,-0.6350571510168286,-0.24794898491075892,-0.19860034855052225,-0.5183137881437854,-0.22209066112930453,-0.18626104387417125,-0.4202449728926471,-0.20208964127484355
3,0.0,0.0,0.0,-0.06382012153057523,0.2427967319010038,-0.1569506685550553,-0.15788783970879602,0.4958692282048564,-0.27762266643090333,-0.19524539137757907,0.7534105136566612,-0.3781315054469416,-0.20984083572069376,0.9999971045863602,-0.4681367311811403,-0.42838781982119534,0.13801109909991968,-0.25075651800177945,-0.3719203009344509,0.06772716244818122,-0.33028749064390445,-0.21649535185400218,0.11901607022954987,-0.3506559982519733,-0.1959074086468903,0.192012966076693,-0.36786808052134917,-0.4225972396759401,-0.14059384660875102,-0.2232635802165608,-0.3936219035364703,-0.19324165010924282,-0.3075644079936853,-0.20443183017983035,-0.09311498972795162,-0.30544313967623515,-0.18772538603530411,-0.02906248909072166,-0.3034801488843629,-0.3768557466768289,-0.37440010441274413,-0.20196227715994478,-0.3709588571890565,-0.4378860245767862,-0.2874190464568415,-0.19873340780877014,-0.3164052516278234,-0.2566044378857544,-0.1824910315571474,-0.2251036473162658,-0.23377049409284129,-0.30775795306262327,-0.5624171508195643,-0.19243315899367472,-0.31050128635588997,-0.6350571510168286,-0.24794898491075892,-0.19860034855052225,-0.5183137881437854,-0.22209066112930453,-0.18626104387417125,-0.4202449728926471,-0.20208964127484355
3,0.0,0.0,0.0,-0.06555093218970712,0.2453515630965197,-0.15354555406006984,-0.1575033369933466,0.4804915861524889,-0.27327840826003563,-0.1874445686400495,0.735716327306486,-0.37446981146484254,-0.2024328452200121,0.9999969610427858,-0.4668524594699245,-0.42733307102485296,0.1333606298659892,-0.2557752625806407,-0.39126274172223685,0.07446970484632132,-0.34110359306134597,-0.24087678021116699,0.13225479479818325,-0.36166297795629204,-0.2282061383064832,0.1958230127123451,-0.37835726098289624,-0.4237487525446328,-0.14933256530520164,-0.2331052361346968,-0.4182213885652554,-0.20893526410029026,-0.3260743118272516,-0.21613578099061334,-0.10001340809684744,-0.3228561597007693,-0.19763473463670136,-0.045520736017217275,-0.3181337186669386,-0.3809177044753026,-0.39184210510706524,-0.21703661937403615,-0.39331573675229625,-0.46504630353221926,-0.3126405893849921,-0.20961398056205421,-0.3243623465914725,-0.28198751603688155,-0.1947791261446521,-0.23159836209556364,-0.25662771107506793,-0.3189619589237302,-0.587771625766973,-0.21214406902684707,-0.32451902920140735,-0.6571620970119271,-0.2777174847182399,-0.20319615217754433,-0.5328139776645651,-0.254501242769107,-0.1873722953899177,-0.4341778368794396,-0.23547456248605672
